,district,day,month,hour,Crime Occurences,Class
15160,SOUTHERN,Sunday,8,16,264,Extreme
15158,SOUTHERN,Sunday,8,14,264,Extreme
15350,SOUTHERN,Thursday,4,14,264,Extreme
15740,SOUTHERN,Tuesday,8,20,263,Extreme
14415,SOUTHERN,Monday,1,15,263,Extreme
15973,SOUTHERN,Wednesday,6,13,263,Extreme
16092,SOUTHERN,Wednesday,11,12,263,Extreme
15955,SOUTHERN,Wednesday,5,19,263,Extreme
14778,SOUTHERN,Saturday,4,18,263,Extreme
15759,SOUTHERN,Tuesday,9,15,263,Extreme
8298,NORTHERN,Friday,10,18,263,Extreme
15708,SOUTHERN,Tuesday,7,12,263,Extreme
14151,SOUTHERN,Friday,2,15,263,Extreme
14867,SOUTHERN,Saturday,8,11,262,Extreme
15108,SOUTHERN,Sunday,6,12,262,Extreme
15540,SOUTHERN,Thursday,12,12,262,Extreme
14924,SOUTHERN,Saturday,10,20,262,Extreme
15304,SOUTHERN,Thursday,2,16,262,Extreme
14751,SOUTHERN,Saturday,3,15,262,Extreme
14539,SOUTHERN,Monday,6,19,262,Extreme
14749,SOUTHERN,Saturday,3,13,262,Extreme
15835,SOUTHERN,Tuesday,12,19,262,Extreme
14173,SOUTHERN,Friday,3,13,262,Extreme
14157,SOUTHERN,Friday,2,21,262,Extreme
15832,SOUTHERN,Tuesday,12,16,262,Extreme
16067,SOUTHERN,Wednesday,10,11,262,Extreme
15928,SOUTHERN,Wednesday,4,16,262,Extreme
6863,MISSION,Saturday,10,23,261,Extreme
14342,SOUTHERN,Friday,10,14,261,Extreme
2592,CENTRAL,Saturday,1,0,261,Extreme
15782,SOUTHERN,Tuesday,10,14,261,Extreme
14820,SOUTHERN,Saturday,6,12,261,Extreme
14772,SOUTHERN,Saturday,4,12,261,Extreme
14709,SOUTHERN,Saturday,1,21,261,Extreme
14899,SOUTHERN,Saturday,9,19,260,Extreme
6766,MISSION,Saturday,6,22,260,Extreme
9522,NORTHERN,Tuesday,1,18,260,Extreme
6768,MISSION,Saturday,7,0,260,Extreme
14156,SOUTHERN,Friday,2,20,260,Extreme
15523,SOUTHERN,Thursday,11,19,260,Extreme
15321,SOUTHERN,Thursday,3,9,260,Extreme
15611,SOUTHERN,Tuesday,3,11,260,Extreme
8688,NORTHERN,Saturday,3,0,260,Extreme
15663,SOUTHERN,Tuesday,5,15,260,Extreme
7818,MISSION,Wednesday,2,18,260,Extreme
14488,SOUTHERN,Monday,4,16,260,Extreme
15876,SOUTHERN,Wednesday,2,12,260,Extreme
15952,SOUTHERN,Wednesday,5,16,259,Extreme
15216,SOUTHERN,Sunday,11,0,259,Extreme
6720,MISSION,Saturday,5,0,259,Extreme
14940,SOUTHERN,Saturday,11,12,259,Extreme
7290,MISSION,Thursday,4,18,259,Extreme
14513,SOUTHERN,Monday,5,17,259,Extreme
14678,SOUTHERN,Monday,12,14,259,Extreme
15970,SOUTHERN,Wednesday,6,10,259,Extreme
16041,SOUTHERN,Wednesday,9,9,259,Extreme
14277,SOUTHERN,Friday,7,21,258,Extreme
14659,SOUTHERN,Monday,11,19,258,Extreme
14534,SOUTHERN,Monday,6,14,258,Extreme
14532,SOUTHERN,Monday,6,12,258,Extreme
14897,SOUTHERN,Saturday,9,17,258,Extreme
14895,SOUTHERN,Saturday,9,15,258,Extreme
15758,SOUTHERN,Tuesday,9,14,258,Extreme
15615,SOUTHERN,Tuesday,3,15,258,Extreme
15662,SOUTHERN,Tuesday,5,14,258,Extreme
15972,SOUTHERN,Wednesday,6,12,258,Extreme
6287,MISSION,Friday,10,23,258,Extreme
15502,SOUTHERN,Thursday,10,22,257,Extreme
14293,SOUTHERN,Friday,8,13,257,Extreme
14968,SOUTHERN,Saturday,12,16,257,Extreme
15133,SOUTHERN,Sunday,7,13,257,Extreme
14757,SOUTHERN,Saturday,3,21,257,Extreme
14556,SOUTHERN,Monday,7,12,257,Extreme
15812,SOUTHERN,Tuesday,11,20,257,Extreme
14444,SOUTHERN,Monday,2,20,257,Extreme
14587,SOUTHERN,Monday,8,19,257,Extreme
6282,MISSION,Friday,10,18,257,Extreme
14150,SOUTHERN,Friday,2,14,257,Extreme
15897,SOUTHERN,Wednesday,3,9,257,Extreme
8083,NORTHERN,Friday,1,19,256,Extreme
15495,SOUTHERN,Thursday,10,15,256,Extreme
14397,SOUTHERN,Friday,12,21,256,Extreme
15764,SOUTHERN,Tuesday,9,20,256,Extreme
7889,MISSION,Wednesday,5,17,256,Extreme
15829,SOUTHERN,Tuesday,12,13,256,Extreme
14440,SOUTHERN,Monday,2,16,256,Extreme
15145,SOUTHERN,Sunday,8,1,256,Extreme
15692,SOUTHERN,Tuesday,6,20,256,Extreme
14802,SOUTHERN,Saturday,5,18,256,Extreme
14340,SOUTHERN,Friday,10,12,256,Extreme
15157,SOUTHERN,Sunday,8,13,256,Extreme
15684,SOUTHERN,Tuesday,6,12,256,Extreme
15209,SOUTHERN,Sunday,10,17,256,Extreme
14247,SOUTHERN,Friday,6,15,255,Extreme
14845,SOUTHERN,Saturday,7,13,255,Extreme
2808,CENTRAL,Saturday,10,0,255,Extreme
14876,SOUTHERN,Saturday,8,20,255,Extreme
6791,MISSION,Saturday,7,23,255,Extreme
15734,SOUTHERN,Tuesday,8,14,255,Extreme
14580,SOUTHERN,Monday,8,12,255,Extreme
16000,SOUTHERN,Wednesday,7,16,255,Extreme
15995,SOUTHERN,Wednesday,7,11,255,Extreme
14603,SOUTHERN,Monday,9,11,255,Extreme
14374,SOUTHERN,Friday,11,22,255,Extreme
16116,SOUTHERN,Wednesday,12,12,255,Extreme
15687,SOUTHERN,Tuesday,6,15,255,Extreme
14198,SOUTHERN,Friday,4,14,255,Extreme
15709,SOUTHERN,Tuesday,7,13,255,Extreme
7794,MISSION,Wednesday,1,18,255,Extreme
15163,SOUTHERN,Sunday,8,19,255,Extreme
14437,SOUTHERN,Monday,2,13,254,Extreme
10050,NORTHERN,Wednesday,11,18,254,Extreme
14441,SOUTHERN,Monday,2,17,254,Extreme
16018,SOUTHERN,Wednesday,8,10,254,Extreme
15610,SOUTHERN,Tuesday,3,10,254,Extreme
15860,SOUTHERN,Wednesday,1,20,254,Extreme
14315,SOUTHERN,Friday,9,11,254,Extreme
15257,SOUTHERN,Sunday,12,17,254,Extreme
14510,SOUTHERN,Monday,5,14,254,Extreme
16069,SOUTHERN,Wednesday,10,13,253,Extreme
6743,MISSION,Saturday,5,23,253,Extreme
6114,MISSION,Friday,3,18,253,Extreme
14409,SOUTHERN,Monday,1,9,253,Extreme
14991,SOUTHERN,Sunday,1,15,253,Extreme
15548,SOUTHERN,Thursday,12,20,253,Extreme
14780,SOUTHERN,Saturday,4,20,253,Extreme
16053,SOUTHERN,Wednesday,9,21,253,Extreme
15085,SOUTHERN,Sunday,5,13,253,Extreme
15423,SOUTHERN,Thursday,7,15,253,Extreme
8662,NORTHERN,Saturday,1,22,253,Extreme
14280,SOUTHERN,Friday,8,0,252,Extreme
14246,SOUTHERN,Friday,6,14,252,Extreme
14796,SOUTHERN,Saturday,5,12,252,Extreme
14848,SOUTHERN,Saturday,7,16,252,Extreme
14419,SOUTHERN,Monday,1,19,252,Extreme
6067,MISSION,Friday,1,19,252,Extreme
14827,SOUTHERN,Saturday,6,19,252,Extreme
15421,SOUTHERN,Thursday,7,13,252,Extreme
14871,SOUTHERN,Saturday,8,15,252,Extreme
15613,SOUTHERN,Tuesday,3,13,252,Extreme
16124,SOUTHERN,Wednesday,12,20,252,Extreme
3096,CENTRAL,Sunday,10,0,251,Extreme
15878,SOUTHERN,Wednesday,2,14,251,Extreme
14969,SOUTHERN,Saturday,12,17,251,Extreme
15501,SOUTHERN,Thursday,10,21,251,Extreme
14893,SOUTHERN,Saturday,9,13,251,Extreme
15609,SOUTHERN,Tuesday,3,9,251,Extreme
14232,SOUTHERN,Friday,6,0,251,Extreme
15639,SOUTHERN,Tuesday,4,15,251,Extreme
15114,SOUTHERN,Sunday,6,18,251,Extreme
14328,SOUTHERN,Friday,10,0,251,Extreme
15806,SOUTHERN,Tuesday,11,14,251,Extreme
15710,SOUTHERN,Tuesday,7,14,251,Extreme
14221,SOUTHERN,Friday,5,13,251,Extreme
14245,SOUTHERN,Friday,6,13,251,Extreme
14414,SOUTHERN,Monday,1,14,251,Extreme
15323,SOUTHERN,Thursday,3,11,251,Extreme
16093,SOUTHERN,Wednesday,11,13,251,Extreme
15135,SOUTHERN,Sunday,7,15,251,Extreme
14799,SOUTHERN,Saturday,5,15,250,Extreme
14630,SOUTHERN,Monday,10,14,250,Extreme
7200,MISSION,Thursday,1,0,250,Extreme
14917,SOUTHERN,Saturday,10,13,250,Extreme
7836,MISSION,Wednesday,3,12,250,Extreme
15428,SOUTHERN,Thursday,7,20,250,Extreme
14364,SOUTHERN,Friday,11,12,250,Extreme
15899,SOUTHERN,Wednesday,3,11,250,Extreme
14439,SOUTHERN,Monday,2,15,250,Extreme
6960,MISSION,Sunday,3,0,250,Extreme
15807,SOUTHERN,Tuesday,11,15,250,Extreme
14973,SOUTHERN,Saturday,12,21,250,Extreme
14158,SOUTHERN,Friday,2,22,250,Extreme
15183,SOUTHERN,Sunday,9,15,250,Extreme
15932,SOUTHERN,Wednesday,4,20,250,Extreme
6912,MISSION,Sunday,1,0,249,Extreme
14779,SOUTHERN,Saturday,4,19,249,Extreme
14972,SOUTHERN,Saturday,12,20,249,Extreme
14918,SOUTHERN,Saturday,10,14,249,Extreme
15231,SOUTHERN,Sunday,11,15,249,Extreme
15161,SOUTHERN,Sunday,8,17,249,Extreme
15169,SOUTHERN,Sunday,9,1,249,Extreme
8178,NORTHERN,Friday,5,18,249,Extreme
15562,SOUTHERN,Tuesday,1,10,249,Extreme
6694,MISSION,Saturday,3,22,249,Extreme
14388,SOUTHERN,Friday,12,12,249,Extreme
6624,MISSION,Saturday,1,0,248,Extreme
6070,MISSION,Friday,1,22,248,Extreme
15136,SOUTHERN,Sunday,7,16,248,Extreme
14977,SOUTHERN,Sunday,1,1,248,Extreme
14608,SOUTHERN,Monday,9,16,248,Extreme
16028,SOUTHERN,Wednesday,8,20,248,Extreme
6840,MISSION,Saturday,10,0,248,Extreme
7554,MISSION,Tuesday,3,18,248,Extreme
14728,SOUTHERN,Saturday,2,16,248,Extreme
15325,SOUTHERN,Thursday,3,13,248,Extreme
16052,SOUTHERN,Wednesday,9,20,248,Extreme
14256,SOUTHERN,Friday,7,0,247,Extreme
15469,SOUTHERN,Thursday,9,13,247,Extreme
14208,SOUTHERN,Friday,5,0,247,Extreme
14535,SOUTHERN,Monday,6,15,247,Extreme
9858,NORTHERN,Wednesday,3,18,247,Extreme
6263,MISSION,Friday,9,23,247,Extreme
14944,SOUTHERN,Saturday,11,16,247,Extreme
14459,SOUTHERN,Monday,3,11,247,Extreme
14373,SOUTHERN,Friday,11,21,247,Extreme
15043,SOUTHERN,Sunday,3,19,247,Extreme
15087,SOUTHERN,Sunday,5,15,247,Extreme
15217,SOUTHERN,Sunday,11,1,247,Extreme
15187,SOUTHERN,Sunday,9,19,247,Extreme
14636,SOUTHERN,Monday,10,20,247,Extreme
14487,SOUTHERN,Monday,4,15,246,Extreme
16046,SOUTHERN,Wednesday,9,14,246,Extreme
8227,NORTHERN,Friday,7,19,246,Extreme
15741,SOUTHERN,Tuesday,8,21,246,Extreme
7864,MISSION,Wednesday,4,16,246,Extreme
14700,SOUTHERN,Saturday,1,12,246,Extreme
14752,SOUTHERN,Saturday,3,16,246,Extreme
14579,SOUTHERN,Monday,8,11,246,Extreme
14900,SOUTHERN,Saturday,9,20,246,Extreme
14511,SOUTHERN,Monday,5,15,246,Extreme
14462,SOUTHERN,Monday,3,14,246,Extreme
6839,MISSION,Saturday,9,23,245,Extreme
9857,NORTHERN,Wednesday,3,17,245,Extreme
14823,SOUTHERN,Saturday,6,15,245,Extreme
8036,MISSION,Wednesday,11,20,245,Extreme
6887,MISSION,Saturday,11,23,245,Extreme
14775,SOUTHERN,Saturday,4,15,245,Extreme
15490,SOUTHERN,Thursday,10,10,245,Extreme
8035,MISSION,Wednesday,11,19,245,Extreme
15380,SOUTHERN,Thursday,5,20,245,Extreme
16077,SOUTHERN,Wednesday,10,21,244,Extreme
15783,SOUTHERN,Tuesday,10,15,244,Extreme
15453,SOUTHERN,Thursday,8,21,244,Extreme
7054,MISSION,Sunday,6,22,244,Extreme
15207,SOUTHERN,Sunday,10,15,244,Extreme
14626,SOUTHERN,Monday,10,10,244,Extreme
15945,SOUTHERN,Wednesday,5,9,244,Extreme
14727,SOUTHERN,Saturday,2,15,244,Extreme
9763,NORTHERN,Tuesday,11,19,244,Extreme
14729,SOUTHERN,Saturday,2,17,244,Extreme
15398,SOUTHERN,Thursday,6,14,243,Extreme
16118,SOUTHERN,Wednesday,12,14,243,Extreme
7793,MISSION,Wednesday,1,17,243,Extreme
14533,SOUTHERN,Monday,6,13,243,Extreme
14560,SOUTHERN,Monday,7,16,243,Extreme
7032,MISSION,Sunday,6,0,243,Extreme
10074,NORTHERN,Wednesday,12,18,243,Extreme
8879,NORTHERN,Saturday,10,23,243,Extreme
15419,SOUTHERN,Thursday,7,11,243,Extreme
14992,SOUTHERN,Sunday,1,16,243,Extreme
14679,SOUTHERN,Monday,12,15,242,Extreme
6984,MISSION,Sunday,4,0,242,Extreme
15494,SOUTHERN,Thursday,10,14,242,Extreme
14416,SOUTHERN,Monday,1,16,242,Extreme
15644,SOUTHERN,Tuesday,4,20,242,Extreme
14376,SOUTHERN,Friday,12,0,242,Extreme
15872,SOUTHERN,Wednesday,2,8,242,Extreme
14776,SOUTHERN,Saturday,4,16,242,Extreme
14438,SOUTHERN,Monday,2,14,242,Extreme
14152,SOUTHERN,Friday,2,16,242,Extreme
7842,MISSION,Wednesday,3,18,242,Extreme
14869,SOUTHERN,Saturday,8,13,242,Extreme
15301,SOUTHERN,Thursday,2,13,242,Extreme
14463,SOUTHERN,Monday,3,15,242,Extreme
6647,MISSION,Saturday,1,23,242,Extreme
6113,MISSION,Friday,3,17,242,Extreme
9883,NORTHERN,Wednesday,4,19,242,Extreme
15994,SOUTHERN,Wednesday,7,10,241,Extreme
14919,SOUTHERN,Saturday,10,15,241,Extreme
15109,SOUTHERN,Sunday,6,13,241,Extreme
14577,SOUTHERN,Monday,8,9,241,Extreme
15039,SOUTHERN,Sunday,3,15,241,Extreme
15210,SOUTHERN,Sunday,10,18,241,Extreme
14625,SOUTHERN,Monday,10,9,241,Extreme
14798,SOUTHERN,Saturday,5,14,241,Extreme
15333,SOUTHERN,Thursday,3,21,241,Extreme
14970,SOUTHERN,Saturday,12,18,241,Extreme
6742,MISSION,Saturday,5,22,241,Extreme
7649,MISSION,Tuesday,7,17,241,Extreme
15857,SOUTHERN,Wednesday,1,17,241,Extreme
15949,SOUTHERN,Wednesday,5,13,241,Extreme
8177,NORTHERN,Friday,5,17,240,Extreme
16019,SOUTHERN,Wednesday,8,11,240,Extreme
14676,SOUTHERN,Monday,12,12,240,Extreme
6137,MISSION,Friday,4,17,240,Extreme
15908,SOUTHERN,Wednesday,3,20,240,Extreme
15805,SOUTHERN,Tuesday,11,13,240,Extreme
2663,CENTRAL,Saturday,3,23,240,Extreme
14505,SOUTHERN,Monday,5,9,240,Extreme
15620,SOUTHERN,Tuesday,3,20,240,Extreme
15066,SOUTHERN,Sunday,4,18,239,Extreme
15063,SOUTHERN,Sunday,4,15,239,Extreme
6401,MISSION,Monday,3,17,239,Extreme
15041,SOUTHERN,Sunday,3,17,239,Extreme
14971,SOUTHERN,Saturday,12,19,239,Extreme
15600,SOUTHERN,Tuesday,3,0,239,Extreme
15479,SOUTHERN,Thursday,9,23,239,Extreme
8009,MISSION,Wednesday,10,17,239,Extreme
9216,NORTHERN,Thursday,1,0,239,Extreme
15090,SOUTHERN,Sunday,5,18,239,Extreme
2880,CENTRAL,Sunday,1,0,239,Extreme
14270,SOUTHERN,Friday,7,14,239,Extreme
7056,MISSION,Sunday,7,0,239,Extreme
15896,SOUTHERN,Wednesday,3,8,238,Extreme
16066,SOUTHERN,Wednesday,10,10,238,Extreme
14756,SOUTHERN,Saturday,3,20,238,Extreme
15657,SOUTHERN,Tuesday,5,9,238,Extreme
14486,SOUTHERN,Monday,4,14,238,Extreme
15208,SOUTHERN,Sunday,10,16,238,Extreme
14197,SOUTHERN,Friday,4,13,238,Extreme
15836,SOUTHERN,Tuesday,12,20,238,Extreme
16076,SOUTHERN,Wednesday,10,20,238,Extreme
14852,SOUTHERN,Saturday,7,20,237,Extreme
15015,SOUTHERN,Sunday,2,15,237,Extreme
8135,NORTHERN,Friday,3,23,237,Extreme
15443,SOUTHERN,Thursday,8,11,237,Extreme
16042,SOUTHERN,Wednesday,9,10,237,Extreme
15186,SOUTHERN,Sunday,9,18,237,Extreme
14389,SOUTHERN,Friday,12,13,237,Extreme
15454,SOUTHERN,Thursday,8,22,237,Extreme
14928,SOUTHERN,Saturday,11,0,237,Extreme
15320,SOUTHERN,Thursday,3,8,237,Extreme
15065,SOUTHERN,Sunday,4,17,237,Extreme
14773,SOUTHERN,Saturday,4,13,237,Extreme
15755,SOUTHERN,Tuesday,9,11,237,Extreme
8302,NORTHERN,Friday,10,22,237,Extreme
7962,MISSION,Wednesday,8,18,236,Extreme
15778,SOUTHERN,Tuesday,10,10,236,Extreme
15541,SOUTHERN,Thursday,12,13,236,Extreme
14731,SOUTHERN,Saturday,2,19,236,Extreme
14964,SOUTHERN,Saturday,12,12,236,Extreme
15765,SOUTHERN,Tuesday,9,21,236,Extreme
7150,MISSION,Sunday,10,22,236,Extreme
6119,MISSION,Friday,3,23,236,Extreme
6071,MISSION,Friday,1,23,236,Extreme
7841,MISSION,Wednesday,3,17,236,Extreme
6690,MISSION,Saturday,3,18,236,Extreme
15234,SOUTHERN,Sunday,11,18,236,Extreme
15477,SOUTHERN,Thursday,9,21,236,Extreme
8134,NORTHERN,Friday,3,22,236,Extreme
6281,MISSION,Friday,10,17,236,Extreme
14578,SOUTHERN,Monday,8,10,236,Extreme
6335,MISSION,Friday,12,23,236,Extreme
14290,SOUTHERN,Friday,8,10,236,Extreme
14482,SOUTHERN,Monday,4,10,236,Extreme
15742,SOUTHERN,Tuesday,8,22,235,Extreme
15408,SOUTHERN,Thursday,7,0,235,Extreme
14400,SOUTHERN,Monday,1,0,235,Extreme
7792,MISSION,Wednesday,1,16,235,Extreme
7314,MISSION,Thursday,5,18,235,Extreme
14341,SOUTHERN,Friday,10,13,235,Extreme
14366,SOUTHERN,Friday,11,14,235,Extreme
14559,SOUTHERN,Monday,7,15,235,Extreme
15658,SOUTHERN,Tuesday,5,10,235,Extreme
2640,CENTRAL,Saturday,3,0,235,Extreme
14660,SOUTHERN,Monday,11,20,235,Extreme
16104,SOUTHERN,Wednesday,12,0,235,Extreme
14941,SOUTHERN,Saturday,11,13,235,Extreme
14601,SOUTHERN,Monday,9,9,235,Extreme
15346,SOUTHERN,Thursday,4,10,235,Extreme
7220,MISSION,Thursday,1,20,235,Extreme
6402,MISSION,Monday,3,18,235,Extreme
6552,MISSION,Monday,10,0,235,Extreme
15064,SOUTHERN,Sunday,4,16,235,Extreme
14774,SOUTHERN,Saturday,4,14,235,Extreme
14252,SOUTHERN,Friday,6,20,235,Extreme
7888,MISSION,Wednesday,5,16,235,Extreme
15442,SOUTHERN,Thursday,8,10,235,Extreme
15310,SOUTHERN,Thursday,2,22,235,Extreme
16065,SOUTHERN,Wednesday,10,9,235,Extreme
14509,SOUTHERN,Monday,5,13,234,Extreme
14948,SOUTHERN,Saturday,11,20,234,Extreme
15275,SOUTHERN,Thursday,1,11,234,Extreme
15519,SOUTHERN,Thursday,11,15,234,Extreme
15018,SOUTHERN,Sunday,2,18,234,Extreme
7578,MISSION,Tuesday,4,18,234,Extreme
6286,MISSION,Friday,10,22,234,Extreme
9450,NORTHERN,Thursday,10,18,234,Extreme
14654,SOUTHERN,Monday,11,14,234,Extreme
14530,SOUTHERN,Monday,6,10,234,Extreme
14829,SOUTHERN,Saturday,6,21,234,Extreme
15969,SOUTHERN,Wednesday,6,9,234,Extreme
15757,SOUTHERN,Tuesday,9,13,234,Extreme
8131,NORTHERN,Friday,3,19,234,Extreme
15544,SOUTHERN,Thursday,12,16,234,Extreme
6864,MISSION,Saturday,11,0,234,Extreme
7506,MISSION,Tuesday,1,18,234,Extreme
15465,SOUTHERN,Thursday,9,9,233,Extreme
7267,MISSION,Thursday,3,19,233,Extreme
7986,MISSION,Wednesday,9,18,233,Extreme
14610,SOUTHERN,Monday,9,18,233,Extreme
16089,SOUTHERN,Wednesday,11,9,233,Extreme
7212,MISSION,Thursday,1,12,233,Extreme
14629,SOUTHERN,Monday,10,13,233,Extreme
15803,SOUTHERN,Tuesday,11,11,233,Extreme
14824,SOUTHERN,Saturday,6,16,233,Extreme
15974,SOUTHERN,Wednesday,6,14,233,Extreme
9378,NORTHERN,Thursday,7,18,233,Extreme
8010,MISSION,Wednesday,10,18,233,Extreme
14732,SOUTHERN,Saturday,2,20,233,Extreme
14133,SOUTHERN,Friday,1,21,233,Extreme
8711,NORTHERN,Saturday,3,23,232,Extreme
15300,SOUTHERN,Thursday,2,12,232,Extreme
16078,SOUTHERN,Wednesday,10,22,232,Extreme
15256,SOUTHERN,Sunday,12,16,232,Extreme
7530,MISSION,Tuesday,2,18,232,Extreme
9690,NORTHERN,Tuesday,8,18,232,Extreme
14390,SOUTHERN,Friday,12,14,232,Extreme
14243,SOUTHERN,Friday,6,11,232,Extreme
6329,MISSION,Friday,12,17,232,Extreme
8807,NORTHERN,Saturday,7,23,232,Extreme
15921,SOUTHERN,Wednesday,4,9,232,Extreme
6238,MISSION,Friday,8,22,232,Extreme
14420,SOUTHERN,Monday,1,20,232,Extreme
6276,MISSION,Friday,10,12,232,Extreme
6108,MISSION,Friday,3,12,232,Extreme
6258,MISSION,Friday,9,18,232,Extreme
9738,NORTHERN,Tuesday,10,18,231,Extreme
15273,SOUTHERN,Thursday,1,9,231,Extreme
15831,SOUTHERN,Tuesday,12,15,231,Extreme
15993,SOUTHERN,Wednesday,7,9,231,Extreme
8273,NORTHERN,Friday,9,17,231,Extreme
15683,SOUTHERN,Tuesday,6,11,231,Extreme
14568,SOUTHERN,Monday,8,0,231,Extreme
14843,SOUTHERN,Saturday,7,11,231,Extreme
6310,MISSION,Friday,11,22,231,Extreme
8640,NORTHERN,Saturday,1,0,231,Extreme
8105,NORTHERN,Friday,2,17,231,Extreme
15357,SOUTHERN,Thursday,4,21,231,Extreme
9499,NORTHERN,Thursday,12,19,231,Extreme
7840,MISSION,Wednesday,3,16,231,Extreme
14338,SOUTHERN,Friday,10,10,231,Extreme
7531,MISSION,Tuesday,2,19,231,Extreme
6354,MISSION,Monday,1,18,231,Extreme
14726,SOUTHERN,Saturday,2,14,231,Extreme
6138,MISSION,Friday,4,18,231,Extreme
15711,SOUTHERN,Tuesday,7,15,230,Extreme
7313,MISSION,Thursday,5,17,230,Extreme
15012,SOUTHERN,Sunday,2,12,230,Extreme
7816,MISSION,Wednesday,2,16,230,Extreme
15552,SOUTHERN,Tuesday,1,0,230,Extreme
6143,MISSION,Friday,4,23,230,Extreme
15091,SOUTHERN,Sunday,5,19,230,Extreme
9523,NORTHERN,Tuesday,1,19,230,Extreme
6862,MISSION,Saturday,10,22,230,Extreme
7260,MISSION,Thursday,3,12,230,Extreme
14655,SOUTHERN,Monday,11,15,230,Extreme
15591,SOUTHERN,Tuesday,2,15,230,Extreme
14581,SOUTHERN,Monday,8,13,230,Extreme
16005,SOUTHERN,Wednesday,7,21,230,Extreme
8250,NORTHERN,Friday,8,18,230,Extreme
8154,NORTHERN,Friday,4,18,230,Extreme
7989,MISSION,Wednesday,9,21,229,Extreme
15802,SOUTHERN,Tuesday,11,10,229,Extreme
15252,SOUTHERN,Sunday,12,12,229,Extreme
14857,SOUTHERN,Saturday,8,1,229,Extreme
6090,MISSION,Friday,2,18,229,Extreme
15946,SOUTHERN,Wednesday,5,10,229,Extreme
14555,SOUTHERN,Monday,7,11,229,Extreme
14304,SOUTHERN,Friday,9,0,229,Extreme
14160,SOUTHERN,Friday,3,0,229,Extreme
14894,SOUTHERN,Saturday,9,14,229,Extreme
15466,SOUTHERN,Thursday,9,10,229,Extreme
14949,SOUTHERN,Saturday,11,21,229,Extreme
8155,NORTHERN,Friday,4,19,229,Extreme
8014,MISSION,Wednesday,10,22,229,Extreme
9235,NORTHERN,Thursday,1,19,229,Extreme
15830,SOUTHERN,Tuesday,12,14,229,Extreme
2178,CENTRAL,Friday,7,18,229,Extreme
6372,MISSION,Monday,2,12,229,Extreme
6142,MISSION,Friday,4,22,229,Extreme
8084,NORTHERN,Friday,1,20,229,Extreme
15303,SOUTHERN,Thursday,2,15,229,Extreme
6378,MISSION,Monday,2,18,229,Extreme
7796,MISSION,Wednesday,1,20,229,Extreme
9859,NORTHERN,Wednesday,3,19,229,Extreme
15097,SOUTHERN,Sunday,6,1,229,Extreme
8251,NORTHERN,Friday,8,19,228,Extreme
14795,SOUTHERN,Saturday,5,11,228,Extreme
6672,MISSION,Saturday,3,0,228,Extreme
14652,SOUTHERN,Monday,11,12,228,Extreme
14456,SOUTHERN,Monday,3,8,228,Extreme
15445,SOUTHERN,Thursday,8,13,228,Extreme
7243,MISSION,Thursday,2,19,228,Extreme
15406,SOUTHERN,Thursday,6,22,228,Extreme
2226,CENTRAL,Friday,9,18,228,Extreme
14448,SOUTHERN,Monday,3,0,228,Extreme
14761,SOUTHERN,Saturday,4,1,228,Extreme
15141,SOUTHERN,Sunday,7,21,228,Extreme
9954,NORTHERN,Wednesday,7,18,228,Extreme
15404,SOUTHERN,Thursday,6,20,227,Extreme
7867,MISSION,Wednesday,4,19,227,Extreme
15016,SOUTHERN,Sunday,2,16,227,Extreme
15417,SOUTHERN,Thursday,7,9,227,Extreme
14563,SOUTHERN,Monday,7,19,227,Extreme
6234,MISSION,Friday,8,18,227,Extreme
15516,SOUTHERN,Thursday,11,12,227,Extreme
10051,NORTHERN,Wednesday,11,19,227,Extreme
14967,SOUTHERN,Saturday,12,15,227,Extreme
6066,MISSION,Friday,1,18,227,Extreme
8878,NORTHERN,Saturday,10,22,227,Extreme
9234,NORTHERN,Thursday,1,18,227,Extreme
14725,SOUTHERN,Saturday,2,13,227,Extreme
9762,NORTHERN,Tuesday,11,18,227,Extreme
6284,MISSION,Friday,10,20,227,Extreme
16091,SOUTHERN,Wednesday,11,11,227,Extreme
16043,SOUTHERN,Wednesday,9,11,227,Extreme
15572,SOUTHERN,Tuesday,1,20,226,Extreme
14821,SOUTHERN,Saturday,6,13,226,Extreme
15233,SOUTHERN,Sunday,11,17,226,Extreme
6426,MISSION,Monday,4,18,226,Extreme
6450,MISSION,Monday,5,18,226,Extreme
8183,NORTHERN,Friday,5,23,226,Extreme
14804,SOUTHERN,Saturday,5,20,226,Extreme
15933,SOUTHERN,Wednesday,4,21,226,Extreme
14458,SOUTHERN,Monday,3,10,226,Extreme
8712,NORTHERN,Saturday,4,0,226,Extreme
15589,SOUTHERN,Tuesday,2,13,226,Extreme
15297,SOUTHERN,Thursday,2,9,226,Extreme
8086,NORTHERN,Friday,1,22,226,Extreme
16029,SOUTHERN,Wednesday,8,21,226,Extreme
9979,NORTHERN,Wednesday,8,19,226,Extreme
8034,MISSION,Wednesday,11,18,226,Extreme
15347,SOUTHERN,Thursday,4,11,226,Extreme
14365,SOUTHERN,Friday,11,13,226,Extreme
15716,SOUTHERN,Tuesday,7,20,226,Extreme
8700,NORTHERN,Saturday,3,12,225,Extreme
9810,NORTHERN,Wednesday,1,18,225,Extreme
15538,SOUTHERN,Thursday,12,10,225,Extreme
6060,MISSION,Friday,1,12,225,Extreme
14702,SOUTHERN,Saturday,1,14,225,Extreme
